epoch,Loss-BCE,Train_Accuracy,Train_Sensitivity,Train_Specificity,Train_F1-Score,Train_VPP,lr,Val_Accuracy,Val_Sensitivity,Val_Specificity,Val_F1-Score,Val_BCE-Loss,Val_VPP
0,0.8065829873085022,0.6268028616905212,0.6565215587615967,0.6061981916427612,0.515803337097168,0.467429518699646,0.001,0.625,0.6553991436958313,0.4533110558986664,0.4812992513179779,0.6385074853897095,0.4045054614543915
1,0.5690546631813049,0.6909555196762085,0.7260695695877075,0.6761613488197327,0.6116281747817993,0.5449443459510803,0.0009999383779245895,0.6941964030265808,0.5041312575340271,0.6518546938896179,0.44878602027893066,0.6057692766189575,0.41356661915779114
2,0.5686448216438293,0.7019230723381042,0.7037143111228943,0.7030254602432251,0.6095841526985168,0.5578908920288086,0.000999753526902683,0.6852678656578064,0.5386278033256531,0.616730272769928,0.4572257101535797,0.579387366771698,0.4048173725605011
3,0.5577306747436523,0.712890625,0.7076499462127686,0.7220571041107178,0.6223176717758179,0.5743870139122009,0.0009994454925435043,0.6774553656578064,0.5843075513839722,0.6157034635543823,0.49968022108078003,0.6152955293655396,0.45367908477783203
4,0.5547701120376587,0.709885835647583,0.7228180170059204,0.7083552479743958,0.6249045133590698,0.5656100511550903,0.000999014350849922,0.7332589030265808,0.3968140482902527,0.8241400718688965,0.40579795837402344,0.5844312310218811,0.42894408106803894
5,0.5548654198646545,0.706129789352417,0.728346586227417,0.6990782022476196,0.6214272379875183,0.5609954595565796,0.0009984602081996978,0.4453125,0.8777221441268921,0.12693069875240326,0.48460569977760315,0.7620323300361633,0.3572402894496918
6,0.54471355676651,0.7113882303237915,0.7349773049354553,0.7043195962905884,0.6289746761322021,0.561008870601654,0.0009977832013192388,0.7142857313156128,0.4930785298347473,0.7132452130317688,0.4557481110095978,0.5795368552207947,0.4377898573875427
7,0.543633222579956,0.7184495329856873,0.7343120574951172,0.7133659720420837,0.6377264261245728,0.5741797685623169,0.0009969834972498627,0.6729910969734192,0.6582762002944946,0.5090444684028625,0.4934493899345398,0.6120103597640991,0.4047956168651581
8,0.5376437306404114,0.7205528616905212,0.752375066280365,0.7067887783050537,0.6434304118156433,0.5732730627059937,0.000996061293306582,0.7421875,0.5487697720527649,0.7027548551559448,0.49488869309425354,0.5944900512695312,0.4616072475910187
9,0.5348232984542847,0.713942289352417,0.7315711379051208,0.7089760899543762,0.6314267516136169,0.5675141215324402,0.0009950168170294207,0.7399553656578064,0.4451476037502289,0.7912874817848206,0.4482613503932953,0.5925831198692322,0.4631293714046478
10,0.5388454794883728,0.7140925526618958,0.7507753372192383,0.6994124054908752,0.6354215145111084,0.5652644634246826,0.0009938503261272716,0.7544642686843872,0.3408842086791992,0.9064741134643555,0.41669484972953796,0.5600482225418091,0.5906887054443359
11,0.5285928249359131,0.7133413553237915,0.7593938112258911,0.6933581829071045,0.6393137574195862,0.5638549327850342,0.0009925621084143099,0.7254464030265808,0.4692947268486023,0.7546285390853882,0.47127312421798706,0.5849898457527161,0.4900539219379425
12,0.5241562128067017,0.7185997366905212,0.7594237923622131,0.703506350517273,0.6434763669967651,0.5708423852920532,0.0009911524817389804,0.7399553656578064,0.3143438696861267,0.8937426209449768,0.37208667397499084,0.5818544626235962,0.4862045347690582
13,0.52653968334198,0.7201021909713745,0.7670859098434448,0.7026461958885193,0.6465513706207275,0.5739293098449707,0.0009896217939055723,0.71875,0.5257431268692017,0.689796507358551,0.47908514738082886,0.5734345316886902,0.45387503504753113
14,0.5192663669586182,0.7154446840286255,0.7722561955451965,0.6903910040855408,0.6451998353004456,0.5657656788825989,0.0009879704225884047,0.7087053656578064,0.6020830869674683,0.6220051646232605,0.4983205497264862,0.590276300907135,0.4385966956615448
15,0.5177595615386963,0.7146934866905212,0.7751142978668213,0.6876890659332275,0.6463175415992737,0.5647289752960205,0.0009861987752386398,0.6975446343421936,0.579217255115509,0.6154491305351257,0.4797685146331787,0.571048378944397,0.41930291056632996
16,0.5212386846542358,0.723707914352417,0.7521741390228271,0.7129083871841431,0.6454023122787476,0.5760281085968018,0.0009843072889837514,0.7477678656578064,0.43102580308914185,0.8193019032478333,0.42912012338638306,0.5646314024925232,0.4368416666984558
